StationName,Latitude,Longitude,TimeToNext
La Courneuve-8-Mai-1945,48.92051450668569,2.410225779120198,120
Fort d'Aubervilliers,48.91405674514657,2.403576334511007,120
Aubervilliers Pantin (4 Chemins),48.903898047529474,2.3924800786724747,120
Porte de la Villette,48.89752915689145,2.3856442301273044,120
Corentin-Cariou,48.89468154198812,2.382302193974242,60
Crimée,48.89028877504466,2.3767786489253644,60
Riquet,48.8883932319013,2.374433108884994,60
Stalingrad,48.88407198636439,2.3688700627777948,60
Louis Blanc,48.88090042815109,2.365107218264337,120
Château Landon,48.87845656683119,2.3620537162488993,60
Gare de l'Est (Verdun),48.8764170528791,2.3589870464563276,120
Poissonnière,48.877353095288015,2.349381423952599,60
Cadet,48.875825718038186,2.343345124573273,60
Le Peletier,48.87496305802612,2.3401567908492056,60
Chaussée d'Antin (La Fayette),48.872985824665165,2.33342622405285,120
Opéra,48.870559216544876,2.332554482049589,120
Pyramides,48.86649698703855,2.334094215259097,60
Palais-Royal (Musée du Louvre),48.86338738506552,2.3354838367723683,60
Pont Neuf,48.85853410228574,2.3421172386659985,120
Châtelet,48.85720364550444,2.3472247110558406,60
Pont Marie (Cité des Arts),48.85346358569476,2.357383972809163,60
Sully-Morland,48.85079359474211,2.3612369937142983,120
Jussieu,48.8459684322046,2.3548073926942186,60
Place Monge (Jardin des Plantes),48.843164692766834,2.3521103624150967,60
Censier-Daubenton,48.840594300001605,2.351755612946688,120
Les Gobelins,48.83612743975252,2.3520811178355734,60
Place d'Italie,48.831552302643125,2.3553334432190454,60
Tolbiac,48.82615945391136,2.3570194661891253,60
Maison Blanche,48.82287877506322,2.358079894290851,120
Le Kremlin-Bicêtre,48.810385125129486,2.3618306830911315,120
Villejuif-Léo Lagrange,48.80376966328267,2.3639093063890435,60
Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse),48.79599413239317,2.3682314519156806,120
Villejuif-Louis Aragon,48.786638011119834,2.367110527381649,0
