StationName,Latitude,Longitude,TimeToNext
Porte de Clignancourt,48.89797017040717,2.3439883834332904,60
Simplon,48.89412344466592,2.347245444443029,60
Marcadet-Poissonniers,48.891543930630554,2.3493711153819112,60
Château Rouge,48.887086283050444,2.3493700732513783,60
Barbès-Rochechouart,48.883931769934414,2.3493557085996466,120
Gare du Nord,48.87974306422535,2.3546008104722334,60
Gare de l'Est (Verdun),48.87669583602489,2.3579925105504023,60
Château d'Eau,48.8724541509199,2.3560561681302907,60
Strasbourg-Saint-Denis,48.86963236518746,2.35450206308924,60
Réaumur-Sébastopol,48.86604666963103,2.352620954015186,60
Etienne Marcel,48.86371036646956,2.3489831961271017,120
Les Halles,48.862011970720516,2.3464764519062062,60
Châtelet,48.85830005598138,2.347865087577108,60
Cité,48.85568485028629,2.3462029295287157,60
Saint-Michel,48.853599907885794,2.3439962410940125,60
Odéon,48.85219804523044,2.33878000304498,60
Saint-Germain des Prés,48.85344723773834,2.333046326044867,60
Saint-Sulpice,48.8511463550549,2.3309628563664644,120
Saint-Placide,48.84701184016864,2.327055111355132,60
Montparnasse-Bienvenue,48.844189508526796,2.324441232433701,60
Vavin,48.84205985758205,2.328867050437212,60
Raspail,48.83915698149679,2.330474151162931,60
Denfert-Rochereau,48.83427681284463,2.332203797304786,120
Mouton-Duvernet,48.832191599269656,2.3304069926293205,60
Alésia,48.82806601968645,2.326827420050836,60
Porte d'Orléans (Général Leclerc),48.82281706023495,2.325072625148001,120
Mairie de Montrouge,48.81846633711334,2.319643218617825,0
