StationName,Latitude,Longitude,TimeToNext
Balard,48.836814988805976,2.2786833464502703,60
Lourmel,48.83866812903008,2.2822484883840986,120
Boucicaut,48.84102535532167,2.287923867330867,60
Félix Faure,48.84282456767407,2.2922249662205156,60
Commerce,48.84461367199405,2.293802980169146,60
La Motte-Picquet-Grenelle,48.848803206044934,2.29769423466391,120
Ecole Militaire,48.85426092155411,2.305439560539011,60
La Tour-Maubourg,48.85722786064964,2.3097962258273563,60
Invalides,48.86109346762053,2.3146433553464374,120
Concorde,48.865507221530486,2.3203628558611284,60
Madeleine,48.86950712762907,2.324680199591515,60
Opéra,48.87063108014849,2.331737048361137,120
Richelieu-Drouot,48.87200623896137,2.339911390610416,60
Grands Boulevards,48.87157474359305,2.3428950319846593,60
Bonne Nouvelle,48.87057675358199,2.348494293710928,60
Strasbourg-Saint-Denis,48.869380780106006,2.3540796521963494,120
République,48.86767151899055,2.363329120776082,60
Filles du Calvaire,48.86307817635541,2.36674588358473,60
Saint-Sébastien-Froissart,48.86097499718719,2.3672622950229414,60
Chemin Vert,48.85758654446453,2.3680366949483758,60
Bastille,48.85373962301297,2.3691648178618325,120
Ledru-Rollin,48.85119416536367,2.3759317370128947,60
Faidherbe-Chaligny,48.85006766800271,2.3844287707416316,60
Reuilly-Diderot,48.84721750107955,2.387204177213597,60
Montgallet,48.844403092096876,2.39025165315774,120
Daumesnil (Félix Eboué),48.83968214020875,2.3955841703466554,60
Michel Bizot,48.836991037652965,2.402919606870042,60
Porte Dorée,48.83549725282465,2.4061852122149348,120
Porte de Charenton,48.83266034648216,2.4004636384497804,120
Liberté,48.82563711172796,2.4074108054261223,60
Charenton-Ecoles,48.821489819145576,2.4138567623311062,120
Ecole Vétérinaire de Maisons-Alfort,48.81507632012976,2.4216317667306635,120
Maisons-Alfort-Stade,48.808225347352376,2.4362758210511313,60
Maisons-Alfort-Les Juilliottes,48.80250044183061,2.4461836185594534,120
Créteil-L'Echat (Hôpital Henri Mondor),48.79660129757846,2.4495315243760767,120
Créteil-Université,48.78972431608003,2.450836106390663,120
Créteil-Préfecture (Hôtel de Ville),48.779757257844594,2.4593142910788286,180
Pointe du Lac,48.76876863574218,2.464319398948263,0
