StationName,Latitude,Longitude,TimeToNext
Porte des Lilas,48.8769382235089,2.4063765669297816,120
Saint-Fargeau,48.871699810971116,2.4042987242021825,60
Pelleport,48.86822334760734,2.401324380544102,60
Gambetta,48.86503429801815,2.3985414869122423,0
